agent_id,date,total_tours,escorted_tours,virtual_tours,actual_travels_required,daily_travel_time,travel_segments,final_physical_location
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-14,5,5,0,3,32.725815087723205,"[{'from_property': 100490, 'to_property': 64938, 'travel_time': 14.077461108082106, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-14 14:00:00'), 'next_start': Timestamp('2025-05-14 14:00:00'), 'buffer_time': 0.0}, {'from_property': 64938, 'to_property': 64941, 'travel_time': 10.057882056824853, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-14 17:15:00'), 'next_start': Timestamp('2025-05-14 17:30:00'), 'buffer_time': 15.0}, {'from_property': 64941, 'to_property': 100490, 'travel_time': 8.590471922816246, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-14 18:45:00'), 'next_start': Timestamp('2025-05-14 19:30:00'), 'buffer_time': 45.0}]",100490.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-15,8,8,0,7,57.42677735430102,"[{'from_property': 64938, 'to_property': 64932, 'travel_time': 15.460035594910849, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-15 14:30:00'), 'next_start': Timestamp('2025-05-15 14:30:00'), 'buffer_time': 0.0}, {'from_property': 64932, 'to_property': 64937, 'travel_time': 7.108029371064788, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-15 15:30:00'), 'next_start': Timestamp('2025-05-15 15:30:00'), 'buffer_time': 0.0}, {'from_property': 64937, 'to_property': 64932, 'travel_time': 7.108029371064788, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-15 16:30:00'), 'next_start': Timestamp('2025-05-15 16:30:00'), 'buffer_time': 0.0}, {'from_property': 64932, 'to_property': 84770, 'travel_time': 7.503403674298393, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-15 17:30:00'), 'next_start': Timestamp('2025-05-15 17:30:00'), 'buffer_time': 0.0}, {'from_property': 84770, 'to_property': 64932, 'travel_time': 7.503403674298393, 'tour_causing_travel': 5, 'prev_end': Timestamp('2025-05-15 18:30:00'), 'next_start': Timestamp('2025-05-15 18:30:00'), 'buffer_time': 0.0}, {'from_property': 64932, 'to_property': 64937, 'travel_time': 7.108029371064788, 'tour_causing_travel': 6, 'prev_end': Timestamp('2025-05-15 19:30:00'), 'next_start': Timestamp('2025-05-15 19:30:00'), 'buffer_time': 0.0}, {'from_property': 64937, 'to_property': 64940, 'travel_time': 5.635846297599026, 'tour_causing_travel': 7, 'prev_end': Timestamp('2025-05-15 20:30:00'), 'next_start': Timestamp('2025-05-15 20:30:00'), 'buffer_time': 0.0}]",64940.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-16,8,7,1,3,19.779584081596177,"[{'from_property': 64932, 'to_property': 100490, 'travel_time': 7.3366787519848105, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-16 17:00:00'), 'next_start': Timestamp('2025-05-16 17:00:00'), 'buffer_time': 0.0}, {'from_property': 100490, 'to_property': 64937, 'travel_time': 5.334875958546577, 'tour_causing_travel': 5, 'prev_end': Timestamp('2025-05-16 18:15:00'), 'next_start': Timestamp('2025-05-16 18:00:00'), 'buffer_time': -15.0}, {'from_property': 64937, 'to_property': 64932, 'travel_time': 7.108029371064788, 'tour_causing_travel': 6, 'prev_end': Timestamp('2025-05-16 19:00:00'), 'next_start': Timestamp('2025-05-16 19:00:00'), 'buffer_time': 0.0}]",64932.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-17,8,8,0,3,21.552737494114385,"[{'from_property': 100490, 'to_property': 64932, 'travel_time': 7.3366787519848105, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-17 15:45:00'), 'next_start': Timestamp('2025-05-17 16:00:00'), 'buffer_time': 15.0}, {'from_property': 64932, 'to_property': 64937, 'travel_time': 7.108029371064788, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-17 17:00:00'), 'next_start': Timestamp('2025-05-17 17:00:00'), 'buffer_time': 0.0}, {'from_property': 64937, 'to_property': 64932, 'travel_time': 7.108029371064788, 'tour_causing_travel': 5, 'prev_end': Timestamp('2025-05-17 19:00:00'), 'next_start': Timestamp('2025-05-17 19:00:00'), 'buffer_time': 0.0}]",64932.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-19,5,5,0,4,25.227550093861602,"[{'from_property': 64932, 'to_property': 84770, 'travel_time': 7.503403674298393, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-19 16:00:00'), 'next_start': Timestamp('2025-05-19 16:00:00'), 'buffer_time': 0.0}, {'from_property': 84770, 'to_property': 64933, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-19 16:45:00'), 'next_start': Timestamp('2025-05-19 17:00:00'), 'buffer_time': 15.0}, {'from_property': 64933, 'to_property': 64937, 'travel_time': 5.616117048498422, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-19 18:45:00'), 'next_start': Timestamp('2025-05-19 20:00:00'), 'buffer_time': 75.0}, {'from_property': 64937, 'to_property': 64932, 'travel_time': 7.108029371064788, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-19 21:00:00'), 'next_start': Timestamp('2025-05-19 21:00:00'), 'buffer_time': 0.0}]",64932.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-21,3,3,0,1,14.764451888109434,"[{'from_property': 64938, 'to_property': 64933, 'travel_time': 14.764451888109434, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-21 16:45:00'), 'next_start': Timestamp('2025-05-21 17:00:00'), 'buffer_time': 15.0}]",64933.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-22,4,3,1,2,17.387735217427494,"[{'from_property': 78139, 'to_property': 64940, 'travel_time': 7.5067316529230705, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-22 17:15:00'), 'next_start': Timestamp('2025-05-22 19:00:00'), 'buffer_time': 105.0}, {'from_property': 64940, 'to_property': 64938, 'travel_time': 9.881003564504423, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-22 20:15:00'), 'next_start': Timestamp('2025-05-22 20:30:00'), 'buffer_time': 15.0}]",64938.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-23,5,5,0,3,45.484893200272616,"[{'from_property': 78139, 'to_property': 64938, 'travel_time': 15.161631066757538, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-23 15:45:00'), 'next_start': Timestamp('2025-05-23 16:30:00'), 'buffer_time': 45.0}, {'from_property': 64938, 'to_property': 78139, 'travel_time': 15.161631066757538, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-23 17:45:00'), 'next_start': Timestamp('2025-05-23 17:45:00'), 'buffer_time': 0.0}, {'from_property': 78139, 'to_property': 64938, 'travel_time': 15.161631066757538, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-23 18:45:00'), 'next_start': Timestamp('2025-05-23 19:30:00'), 'buffer_time': 45.0}]",64938.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-24,3,3,0,1,9.677883240745704,"[{'from_property': 64939, 'to_property': 64938, 'travel_time': 9.677883240745704, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-24 16:15:00'), 'next_start': Timestamp('2025-05-24 17:00:00'), 'buffer_time': 45.0}]",64938.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-28,2,2,0,1,5.238917851353683,"[{'from_property': 84770, 'to_property': 64937, 'travel_time': 5.238917851353683, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-28 16:45:00'), 'next_start': Timestamp('2025-05-28 19:00:00'), 'buffer_time': 135.0}]",64937.0
25ffdb26-bfbc-43cf-b400-0223decaa038,2025-05-29,2,2,0,1,5.027774164760714,"[{'from_property': 64934, 'to_property': 78139, 'travel_time': 5.027774164760714, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-29 16:30:00'), 'next_start': Timestamp('2025-05-29 18:00:00'), 'buffer_time': 90.0}]",78139.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-01,3,3,0,0,0.0,[],64938.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-02,9,8,1,5,32.45113879212756,"[{'from_property': 64932, 'to_property': 100490, 'travel_time': 7.3366787519848105, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-02 15:30:00'), 'next_start': Timestamp('2025-05-02 15:30:00'), 'buffer_time': 0.0}, {'from_property': 100490, 'to_property': 64932, 'travel_time': 7.3366787519848105, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-02 16:30:00'), 'next_start': Timestamp('2025-05-02 16:30:00'), 'buffer_time': 0.0}, {'from_property': 64932, 'to_property': 64937, 'travel_time': 7.108029371064788, 'tour_causing_travel': 5, 'prev_end': Timestamp('2025-05-02 17:30:00'), 'next_start': Timestamp('2025-05-02 17:00:00'), 'buffer_time': -30.0}, {'from_property': 64937, 'to_property': 100490, 'travel_time': 5.334875958546577, 'tour_causing_travel': 6, 'prev_end': Timestamp('2025-05-02 18:00:00'), 'next_start': Timestamp('2025-05-02 19:00:00'), 'buffer_time': 60.0}, {'from_property': 100490, 'to_property': 64937, 'travel_time': 5.334875958546577, 'tour_causing_travel': 7, 'prev_end': Timestamp('2025-05-02 19:45:00'), 'next_start': Timestamp('2025-05-02 20:00:00'), 'buffer_time': 15.0}]",64937.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-03,3,3,0,2,23.95846467258653,"[{'from_property': 64940, 'to_property': 64938, 'travel_time': 9.881003564504423, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-03 17:00:00'), 'next_start': Timestamp('2025-05-03 17:00:00'), 'buffer_time': 0.0}, {'from_property': 64938, 'to_property': 100490, 'travel_time': 14.077461108082106, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-03 18:00:00'), 'next_start': Timestamp('2025-05-03 20:00:00'), 'buffer_time': 120.0}]",100490.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-05,2,2,0,0,0.0,[],64933.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-06,2,2,0,1,5.164938606490889,"[{'from_property': 64934, 'to_property': 64932, 'travel_time': 5.164938606490889, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-06 16:00:00'), 'next_start': Timestamp('2025-05-06 16:30:00'), 'buffer_time': 30.0}]",64932.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-08,2,2,0,1,14.764451888109434,"[{'from_property': 64938, 'to_property': 64933, 'travel_time': 14.764451888109434, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-08 14:45:00'), 'next_start': Timestamp('2025-05-08 20:45:00'), 'buffer_time': 360.0}]",64933.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-09,3,3,0,2,10.0,"[{'from_property': 64933, 'to_property': 64934, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-09 15:15:00'), 'next_start': Timestamp('2025-05-09 14:00:00'), 'buffer_time': -75.0}, {'from_property': 64934, 'to_property': 64935, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-09 15:00:00'), 'next_start': Timestamp('2025-05-09 17:00:00'), 'buffer_time': 120.0}]",64935.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-10,5,4,1,3,15.0,"[{'from_property': 64934, 'to_property': 64933, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-10 15:15:00'), 'next_start': Timestamp('2025-05-10 15:30:00'), 'buffer_time': 15.0}, {'from_property': 64933, 'to_property': 64934, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-10 16:45:00'), 'next_start': Timestamp('2025-05-10 17:00:00'), 'buffer_time': 15.0}, {'from_property': 64934, 'to_property': 64933, 'travel_time': 5.0, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-10 18:45:00'), 'next_start': Timestamp('2025-05-10 17:30:00'), 'buffer_time': -75.0}]",64933.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-12,4,4,0,3,30.05845217735356,"[{'from_property': 64939, 'to_property': 64938, 'travel_time': 9.677883240745704, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-12 16:45:00'), 'next_start': Timestamp('2025-05-12 17:30:00'), 'buffer_time': 45.0}, {'from_property': 64938, 'to_property': 64933, 'travel_time': 14.764451888109434, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-12 18:45:00'), 'next_start': Timestamp('2025-05-12 19:30:00'), 'buffer_time': 45.0}, {'from_property': 64933, 'to_property': 64937, 'travel_time': 5.616117048498422, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-12 20:30:00'), 'next_start': Timestamp('2025-05-12 20:30:00'), 'buffer_time': 0.0}]",64937.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-13,4,4,0,2,15.875600255964748,"[{'from_property': 64932, 'to_property': 64939, 'travel_time': 7.937800127982374, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-13 15:30:00'), 'next_start': Timestamp('2025-05-13 18:00:00'), 'buffer_time': 150.0}, {'from_property': 64939, 'to_property': 64932, 'travel_time': 7.937800127982374, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-13 19:00:00'), 'next_start': Timestamp('2025-05-13 19:30:00'), 'buffer_time': 30.0}]",64932.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-14,5,4,1,3,17.442905329611364,"[{'from_property': 64934, 'to_property': 100490, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-14 14:45:00'), 'next_start': Timestamp('2025-05-14 14:00:00'), 'buffer_time': -45.0}, {'from_property': 100490, 'to_property': 64937, 'travel_time': 5.334875958546577, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-14 18:00:00'), 'next_start': Timestamp('2025-05-14 19:00:00'), 'buffer_time': 60.0}, {'from_property': 64937, 'to_property': 64932, 'travel_time': 7.108029371064788, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-14 20:00:00'), 'next_start': Timestamp('2025-05-14 20:00:00'), 'buffer_time': 0.0}]",64932.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-16,2,2,0,1,5.027774164760714,"[{'from_property': 78139, 'to_property': 64934, 'travel_time': 5.027774164760714, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-16 19:00:00'), 'next_start': Timestamp('2025-05-16 20:00:00'), 'buffer_time': 60.0}]",64934.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-17,2,2,0,0,0.0,[],64938.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-18,1,1,0,0,0.0,[],64934.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-19,5,4,1,3,21.156275153543678,"[{'from_property': 64932, 'to_property': 64941, 'travel_time': 7.565803230727433, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-19 18:30:00'), 'next_start': Timestamp('2025-05-19 19:30:00'), 'buffer_time': 60.0}, {'from_property': 64941, 'to_property': 100490, 'travel_time': 8.590471922816246, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-19 20:45:00'), 'next_start': Timestamp('2025-05-19 21:00:00'), 'buffer_time': 15.0}, {'from_property': 100490, 'to_property': 64934, 'travel_time': 5.0, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-19 21:45:00'), 'next_start': Timestamp('2025-05-19 21:30:00'), 'buffer_time': -15.0}]",64934.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-20,5,5,0,3,15.164938606490889,"[{'from_property': 64933, 'to_property': 64935, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-20 15:45:00'), 'next_start': Timestamp('2025-05-20 15:30:00'), 'buffer_time': -15.0}, {'from_property': 64935, 'to_property': 64934, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-20 16:00:00'), 'next_start': Timestamp('2025-05-20 17:30:00'), 'buffer_time': 90.0}, {'from_property': 64934, 'to_property': 64932, 'travel_time': 5.164938606490889, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-20 19:00:00'), 'next_start': Timestamp('2025-05-20 19:00:00'), 'buffer_time': 0.0}]",64932.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-21,3,3,0,2,12.272967977555677,"[{'from_property': 64934, 'to_property': 64932, 'travel_time': 5.164938606490889, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-21 19:00:00'), 'next_start': Timestamp('2025-05-21 19:30:00'), 'buffer_time': 30.0}, {'from_property': 64932, 'to_property': 64937, 'travel_time': 7.108029371064788, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-21 20:30:00'), 'next_start': Timestamp('2025-05-21 20:30:00'), 'buffer_time': 0.0}]",64937.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-23,5,5,0,2,29.52890377621887,"[{'from_property': 64933, 'to_property': 64938, 'travel_time': 14.764451888109434, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-23 19:15:00'), 'next_start': Timestamp('2025-05-23 18:15:00'), 'buffer_time': -60.0}, {'from_property': 64938, 'to_property': 64933, 'travel_time': 14.764451888109434, 'tour_causing_travel': 4, 'prev_end': Timestamp('2025-05-23 19:15:00'), 'next_start': Timestamp('2025-05-23 19:30:00'), 'buffer_time': 15.0}]",64933.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-24,2,2,0,1,5.0,"[{'from_property': 64943, 'to_property': 64934, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-24 18:15:00'), 'next_start': Timestamp('2025-05-24 19:00:00'), 'buffer_time': 45.0}]",64934.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-27,3,2,1,1,5.534647924625943,"[{'from_property': 64937, 'to_property': 64939, 'travel_time': 5.534647924625943, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-27 17:00:00'), 'next_start': Timestamp('2025-05-27 17:00:00'), 'buffer_time': 0.0}]",64939.0
28be1402-23e6-47a2-851b-24c30e4d1b3f,2025-05-28,2,1,1,0,0.0,[],151243.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-01,4,4,0,2,15.875600255964748,"[{'from_property': 64939, 'to_property': 64942, 'travel_time': 7.937800127982374, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-01 14:15:00'), 'next_start': Timestamp('2025-05-01 16:00:00'), 'buffer_time': 105.0}, {'from_property': 64942, 'to_property': 64939, 'travel_time': 7.937800127982374, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-01 17:00:00'), 'next_start': Timestamp('2025-05-01 16:30:00'), 'buffer_time': -30.0}]",64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-02,4,4,0,2,15.730244507168791,"[{'from_property': 64939, 'to_property': 64942, 'travel_time': 7.937800127982374, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-02 17:15:00'), 'next_start': Timestamp('2025-05-02 17:30:00'), 'buffer_time': 15.0}, {'from_property': 64942, 'to_property': 64940, 'travel_time': 7.792444379186417, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-02 18:45:00'), 'next_start': Timestamp('2025-05-02 19:30:00'), 'buffer_time': 45.0}]",64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-03,2,2,0,1,7.937800127982374,"[{'from_property': 64942, 'to_property': 64939, 'travel_time': 7.937800127982374, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-03 18:15:00'), 'next_start': Timestamp('2025-05-03 18:30:00'), 'buffer_time': 15.0}]",64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-05,4,3,1,1,5.0,"[{'from_property': 64939, 'to_property': 64940, 'travel_time': 5.0, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-05 18:31:00'), 'next_start': Timestamp('2025-05-05 20:30:00'), 'buffer_time': 119.0}]",64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-06,1,1,0,0,0.0,[],64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-07,1,1,0,0,0.0,[],64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-08,3,2,1,1,5.0,"[{'from_property': 64940, 'to_property': 64939, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-08 17:15:00'), 'next_start': Timestamp('2025-05-08 17:30:00'), 'buffer_time': 15.0}]",64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-09,5,5,0,2,10.0,"[{'from_property': 64939, 'to_property': 64940, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-09 14:00:00'), 'next_start': Timestamp('2025-05-09 16:00:00'), 'buffer_time': 120.0}, {'from_property': 64940, 'to_property': 64939, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-09 17:15:00'), 'next_start': Timestamp('2025-05-09 18:00:00'), 'buffer_time': 45.0}]",64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-10,3,3,0,2,10.0,"[{'from_property': 64941, 'to_property': 64939, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-10 16:15:00'), 'next_start': Timestamp('2025-05-10 16:30:00'), 'buffer_time': 15.0}, {'from_property': 64939, 'to_property': 64940, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-10 17:45:00'), 'next_start': Timestamp('2025-05-10 19:00:00'), 'buffer_time': 75.0}]",64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-11,1,1,0,0,0.0,[],64942.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-12,2,2,0,1,5.0,"[{'from_property': 64941, 'to_property': 64940, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-12 18:45:00'), 'next_start': Timestamp('2025-05-12 19:30:00'), 'buffer_time': 45.0}]",64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-13,4,4,0,1,5.0,"[{'from_property': 64939, 'to_property': 64940, 'travel_time': 5.0, 'tour_causing_travel': 3, 'prev_end': Timestamp('2025-05-13 16:30:00'), 'next_start': Timestamp('2025-05-13 19:00:00'), 'buffer_time': 150.0}]",64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-14,1,1,0,0,0.0,[],64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-15,1,1,0,0,0.0,[],64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-16,1,1,0,0,0.0,[],64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-17,2,2,0,0,0.0,[],64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-19,2,2,0,0,0.0,[],64940.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-20,3,3,0,0,0.0,[],64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-21,2,2,0,1,7.937800127982374,"[{'from_property': 64939, 'to_property': 64942, 'travel_time': 7.937800127982374, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-21 17:15:00'), 'next_start': Timestamp('2025-05-21 20:00:00'), 'buffer_time': 165.0}]",64942.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-22,1,1,0,0,0.0,[],64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-24,1,1,0,0,0.0,[],64939.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-27,4,4,0,1,7.565803230727433,"[{'from_property': 64941, 'to_property': 64942, 'travel_time': 7.565803230727433, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-27 15:15:00'), 'next_start': Timestamp('2025-05-27 15:30:00'), 'buffer_time': 15.0}]",64942.0
2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,2025-05-30,3,3,0,2,10.0,"[{'from_property': 64939, 'to_property': 64941, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-30 16:15:00'), 'next_start': Timestamp('2025-05-30 17:00:00'), 'buffer_time': 45.0}, {'from_property': 64941, 'to_property': 64939, 'travel_time': 5.0, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-30 18:15:00'), 'next_start': Timestamp('2025-05-30 19:30:00'), 'buffer_time': 75.0}]",64939.0
3adf8a2d-48bd-4e25-8cfd-13b1ede21696,2025-05-03,3,3,0,1,9.881003564504423,"[{'from_property': 64938, 'to_property': 64940, 'travel_time': 9.881003564504423, 'tour_causing_travel': 2, 'prev_end': Timestamp('2025-05-03 20:15:00'), 'next_start': Timestamp('2025-05-03 20:00:00'), 'buffer_time': -15.0}]",64940.0
3adf8a2d-48bd-4e25-8cfd-13b1ede21696,2025-05-13,1,1,0,0,0.0,[],64939.0
3adf8a2d-48bd-4e25-8cfd-13b1ede21696,2025-05-15,1,1,0,0,0.0,[],64934.0
44f184d5-8579-4a79-93a4-26072a6177b5,2025-05-01,1,1,0,0,0.0,[],100490.0
44f184d5-8579-4a79-93a4-26072a6177b5,2025-05-12,1,1,0,0,0.0,[],100490.0
44f184d5-8579-4a79-93a4-26072a6177b5,2025-05-14,1,0,1,0,0.0,[],
570ebd49-f0eb-4805-b42d-1b933b9e399f,2025-05-22,1,1,0,0,0.0,[],64934.0
67d48910-35a9-4369-8915-24b3a9a73a41,2025-05-01,1,1,0,0,0.0,[],64937.0
67d48910-35a9-4369-8915-24b3a9a73a41,2025-05-07,1,1,0,0,0.0,[],64937.0
67d48910-35a9-4369-8915-24b3a9a73a41,2025-05-16,1,1,0,0,0.0,[],64937.0
67d48910-35a9-4369-8915-24b3a9a73a41,2025-05-20,1,1,0,0,0.0,[],64937.0
7f9ff890-8ed2-40f8-968a-5cc6dba94244,2025-05-31,1,1,0,0,0.0,[],64941.0
83ace543-088f-4530-9c4a-09e9a116770e,2025-05-12,1,1,0,0,0.0,[],64932.0
83ace543-088f-4530-9c4a-09e9a116770e,2025-05-13,1,1,0,0,0.0,[],64932.0
83ace543-088f-4530-9c4a-09e9a116770e,2025-05-15,1,1,0,0,0.0,[],84770.0
83ace543-088f-4530-9c4a-09e9a116770e,2025-05-21,1,0,1,0,0.0,[],
883d41c8-4a8f-4998-8055-d45f6c471716,2025-05-09,1,0,1,0,0.0,[],
883d41c8-4a8f-4998-8055-d45f6c471716,2025-05-16,1,1,0,0,0.0,[],64933.0
883d41c8-4a8f-4998-8055-d45f6c471716,2025-05-31,2,2,0,1,5.0,"[{'from_property': 64943, 'to_property': 64933, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-31 16:45:00'), 'next_start': Timestamp('2025-05-31 19:00:00'), 'buffer_time': 135.0}]",64933.0
88f5454b-0700-4ea0-a793-e60baf60d5f0,2025-05-21,2,2,0,1,5.0,"[{'from_property': 64941, 'to_property': 64939, 'travel_time': 5.0, 'tour_causing_travel': 1, 'prev_end': Timestamp('2025-05-21 19:15:00'), 'next_start': Timestamp('2025-05-21 18:45:00'), 'buffer_time': -30.0}]",64939.0
